Unnamed: 0,text,labels,source,dataset,nb_annotators,post_author_country_location,tweet,label,arabert,arabert_mapped,allam_zero_shot,allam_one_shot,allam_three_shot,gemma_0shot,gemma_1shot,gemma_3shot,llama_0shot,llama_1shot,llama_3shot,gpt4o_zero_shot,gpt4o_one_shot,gpt4o_few_shot
422824,"قال ديكسون في كتابه الكويت وجاراتها ما نصه 
( تعتبرمطير بتاريخها العريق الحافل والممتد من أبرز قبائل الجزيرة العربية ، ولها تقاليد رائعة ، وينقسمون إلى ثلاثة أقسام ،وهم يهتمون بصورة خاصة بتربية الإبل والخيول ، وقد اشتهروافي الحروب بقدرتهم على شن هجمات مفاجئة من قواعدبعيدة )
🙏🙏",0.0,,saudi,2,Saudi Arabia,قال ديكسون في كتابه الكويت وجاراتها ما نصه تعتبرمطير بتاريخها العريق الحافل والممتد من أبرز قبائل الجزيرة العربية ، ولها تقاليد رائعة ، وينقسمون إلى ثلاثة أقسام ،وهم يهتمون بصورة خاصة بتربية الإبل والخيول ، وقد اشتهروافي الحروب بقدرتهم على شن هجمات مفاجئة من قواعدبعيدة,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
430120,"@USER خذ هذا الخسيس يستهزئ بامير الكويت واشوفك لا انت ولا الاخونجيه تكلمتو عليه 
ورنا صياحك او عشانه من الجماعه اسبطت ولا ابرمت كلمه .
انا اقولك الكويت واميرها اخوانا ولهم المعزه والاحترام والتقدير.
 ماعدا الاخونجيه لا حباً ولا كرامه لهم. LINK",1.0,,saudi,2,unknown,خذ هذا الخسيس يستهزئ بامير الكويت واشوفك لا انت ولا الاخونجيه تكلمتو عليه ورنا صياحك او عشانه من الجماعه اسبطت ولا ابرمت كلمه انا اقولك الكويت واميرها اخوانا ولهم المعزه والاحترام والتقدير ماعدا الاخونجيه لا حباً ولا كرامه لهم LINK,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
429602,"يا اخواني ..
انصحكم تحذفون الواتساب هاليومين لين يهجدون 😂😂",0.0,,saudi,2,unknown,يا اخواني انصحكم تحذفون الواتساب هاليومين لين يهجدون,not,label_1,offensive,not,not,not,not,offensive,offensive,not,off,not,not,not,not
425095,"@USER @USER سبب صيام #عاشوراء : 
حديث سعيد بن جبير عن ابن عباس  قال : قدم النبي صلى الله عليه وسلم المدينة فرأى اليهود تصوم يوم عاشوراء فقال : "" ما هذا ؟ "" قالوا : هذا يوم صالح نجى الله فيه بني إسرائيل من عدوهم فصامه موسى قال : "" فأنا أحق بموسى منكم "" فصامه وأمر بصيامه.",0.0,,saudi,2,unknown,سبب صيام حديث سعيد بن جبير عن ابن عباس قال قدم النبي صلى الله عليه وسلم المدينة فرأى اليهود تصوم يوم عاشوراء فقال ما هذا ؟ قالوا هذا يوم صالح نجى الله فيه بني إسرائيل من عدوهم فصامه موسى قال فأنا أحق بموسى منكم فصامه وأمر بصيامه,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
416919,@USER الحل هو الاسلام اخي في النضال الشعبوي اليساري القومي,0.0,,saudi,2,unknown,الحل هو الاسلام اخي في النضال الشعبوي اليساري القومي,not,label_1,offensive,not,not,not,offensive,offensive,not,not,not,not,not,not,not
418975,علوج الاخوان الارهابية ستعض اصابع الندم.بعد اصرارها على الوقوف في طريق الطوفان الجنوبي الذي سيجرفهم لامحالة الى مزبلة التاريخ.,1.0,,saudi,2,Yemen,علوج الاخوان الارهابية ستعض اصابع الندمبعد اصرارها على الوقوف في طريق الطوفان الجنوبي الذي سيجرفهم لامحالة الى مزبلة التاريخ,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
427800,@USER هي المنصورة ولا البحيرة اللي جينات الأجانب بتجري في دمهم!!,0.0,,saudi,2,unknown,هي المنصورة ولا البحيرة اللي جينات الأجانب بتجري في دمهم,not,label_1,offensive,not,offensive,offensive,offensive,offensive,offensive,off,off,off,not,off,not
430007,@USER بدأت بطون الإخوانيين تتمغص بعد أن ضربتهم الكويت ضربة موجعة ولأن ستنفرط السبحة,0.0,,saudi,2,unknown,بدأت بطون الإخوانيين تتمغص بعد أن ضربتهم الكويت ضربة موجعة ولأن ستنفرط السبحة,not,label_0,not,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
416939,"وكما قيل:
كُل الذي بيننا .. شارعين ، و قبيلة",0.0,,saudi,2,Kuwait,وكما قيل كُل الذي بيننا شارعين ، و قبيلة,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
416582,"@USER قضت على كل العمالة وأخرجت العراق من اخطبوط حلف بغداد ، 
لو كان النظام الملكي باقي الى الان لكن حاله كحال ملوك الاْردن والخليج ، طائفي بحت ويذبح في الشيعة ويحلبه ترامب كما فعل مع ملوك الخليج.",1.0,,saudi,2,unknown,قضت على كل العمالة وأخرجت العراق من اخطبوط حلف بغداد ، لو كان النظام الملكي باقي الى الان لكن حاله كحال ملوك الاْردن والخليج ، طائفي بحت ويذبح في الشيعة ويحلبه ترامب كما فعل مع ملوك الخليج,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,not
422557,"@USER @USER أثبتت المملكة العربية السعودية وبكل جدارة انها افضل دولة في العالم لترتيب وادارة اكبر الحشود في الكون ، مع توفير لهم افضل وسائل النقل والراحة والصحة والامن.
#السعودية_العظمى",0.0,,saudi,2,Yemen,أثبتت المملكة العربية السعودية وبكل جدارة انها افضل دولة في العالم لترتيب وادارة اكبر الحشود في الكون ، مع توفير لهم افضل وسائل النقل والراحة والصحة والامن,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
414560,"@USER وعامل نفسك مطوع   
وانتو اللي خربتو البلاد قتلتم ونهبتم 
وبعدين تروحو تحجو بمكه وتتزوجون من اربع",1.0,,saudi,2,Saudi Arabia,وعامل نفسك مطوع وانتو اللي خربتو البلاد قتلتم ونهبتم وبعدين تروحو تحجو بمكه وتتزوجون من اربع,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
419027,"@USER عندما تركنا الجهاد سلط الله علينا ذل 
لن يرفعه حتى نعود له ...",0.0,,saudi,2,Saudi Arabia,عندما تركنا الجهاد سلط الله علينا ذل لن يرفعه حتى نعود له,not,label_1,offensive,not,not,not,offensive,offensive,offensive,not,off,off,off,off,not
429607,@USER @USER اخونج وصهاينه,1.0,,saudi,2,unknown,اخونج وصهاينه,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
419986,أفشل برنامج قدمه الشريان شوه سمعته الاعلاميه بحلقه تافهه ولاندري ماذا يريد!! #هروب_الفتيات_مع_داود,0.0,,saudi,2,Saudi Arabia,أفشل برنامج قدمه الشريان شوه سمعته الاعلاميه بحلقه تافهه ولاندري ماذا يريد,not,label_0,not,offensive,offensive,offensive,offensive,offensive,not,not,off,not,not,off,not
429510,"من تركيا ولا من المريخ 
دق خشووومكم دق
كفو عليك @USER #نيزك_يدار_من_تركيا",1.0,,saudi,2,Saudi Arabia,من تركيا ولا من المريخ دق خشووومكم دق كفو عليك,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,not,off,off,off,off,off,off
419070,"إنهم يرمون تنازلاتكم بعرض الحائط: فالعلويون بنظرهم مشركين إلا مَن تشيع!!!
وهل يخالف شيعة اليوم سيدهم الطوسي أو الحلي أو الكشي أو المجلسي أو ابن تيمية..؟؟؟
هذه هي الفتنة.. هذا هو التكفير بعينه
أقول: لن تكسروا هذا الجدار العلوي النصيري الخصيبي المنيع مهما نبحتم أمامه..",1.0,,saudi,2,Syrian Arab Republic,إنهم يرمون تنازلاتكم بعرض الحائط فالعلويون بنظرهم مشركين إلا مَن تشيع وهل يخالف شيعة اليوم سيدهم الطوسي أو الحلي أو الكشي أو المجلسي أو ابن تيمية؟؟؟ هذه هي الفتنة هذا هو التكفير بعينه أقول لن تكسروا هذا الجدار العلوي النصيري الخصيبي المنيع مهما نبحتم أمامه,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
421920,@USER @USER @USER هههههه إخونجي,1.0,,saudi,2,unknown,هههههه إخونجي,offensive,label_1,offensive,offensive,offensive,offensive,offensive,not,offensive,not,not,off,off,off,off
417212,"بنات كيف اتعامل مع مدير الشديد العصبي !

♀️ :حاولي بكل الطرق تكسبينه
♀️ : اكشخي وكوني مبتسمه في وجهه حتى لو هو معصب
♀️ : لا تردين عليه ولا تطلبين شي وهو معصب 
تعالي له في وقت يكون رايق 

بنات كيف اتعامل مع زوجي الشديد العصبي !
♀️ : عامليه بالمثل
♀️ : تطلقي وشوفي حياتك",0.0,,saudi,2,Saudi Arabia,بنات كيف اتعامل مع مدير الشديد العصبي حاولي بكل الطرق تكسبينه اكشخي وكوني مبتسمه في وجهه حتى لو هو معصب لا تردين عليه ولا تطلبين شي وهو معصب تعالي له في وقت يكون رايق بنات كيف اتعامل مع زوجي الشديد العصبي عامليه بالمثل تطلقي وشوفي حياتك,not,label_1,offensive,not,offensive,offensive,offensive,offensive,not,not,not,not,not,off,not
416130,#عاجل - سلاح الجو المسير ينفذ عملية هجومية واسعة بعدد من طائرات قاصف 2k على مطار نجران الإقليمي,0.0,,saudi,2,unknown,سلاح الجو المسير ينفذ عملية هجومية واسعة بعدد من طائرات قاصف 2k على مطار نجران الإقليمي,not,label_0,not,not,not,not,offensive,not,not,not,not,not,off,off,off
421165,"كان الاصلاح احمق بانقلابة للرئيس السابق وكان الحوثي احمق ايضا بدخول صنعاء وكان المؤتمر احمق باستلامة  الدولة والسلاح وكان التحالف احمق بانخراطة في حرب هوا خسران فيبها وكا 
كل هذا تعبرة فكرة واحدة هوا مخط يهودي مخابراتي للنيل من اليمن والوطن  العربي كافة .",1.0,,saudi,2,Yemen,كان الاصلاح احمق بانقلابة للرئيس السابق وكان الحوثي احمق ايضا بدخول صنعاء وكان المؤتمر احمق باستلامة الدولة والسلاح وكان التحالف احمق بانخراطة في حرب هوا خسران فيبها وكا كل هذا تعبرة فكرة واحدة هوا مخط يهودي مخابراتي للنيل من اليمن والوطن العربي كافة,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
430165,"اللهم من اراد بأبنائنا وبناتنا شر فاجعل تدبيره تدميرا له
اللهم احفظ ذرياتنا من كل شر ووارهم الحق حقا واهدهم اتباعه وارهم الباطل باطلا واجنبهم اتباعه وثبتهم على الحق
اللهم اهلك من اراد تدمير ذرياتنا وديننا
واعز ذرياتنا بالاسلام 
#قطع_شريان_النسويات",0.0,,saudi,2,unknown,اللهم من اراد بأبنائنا وبناتنا شر فاجعل تدبيره تدميرا له اللهم احفظ ذرياتنا من كل شر ووارهم الحق حقا واهدهم اتباعه وارهم الباطل باطلا واجنبهم اتباعه وثبتهم على الحق اللهم اهلك من اراد تدمير ذرياتنا وديننا واعز ذرياتنا بالاسلام,not,label_1,offensive,not,not,not,not,offensive,not,not,not,not,not,not,not
414806,"لحظة إستغفار قد تُبعدك ألف ميل عن أبواب النار

أستغفرالله العظيم وأتُوب إليه. #دعاء #نيزك_صوت_المجتمع",0.0,,saudi,2,unknown,لحظة إستغفار قد تُبعدك ألف ميل عن أبواب النار أستغفرالله العظيم وأتُوب إليه,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
414678,@USER ههههاي ما لقوا في الورد عيب.. قالوا له يا أحمر الخدين... #السعودية_العظمى لطم من لطم وعوا من عوا,0.0,,saudi,2,Saudi Arabia,ههههاي ما لقوا في الورد عيب قالوا له يا أحمر الخدين لطم من لطم وعوا من عوا,not,label_1,offensive,not,offensive,not,not,offensive,not,not,off,not,not,off,off
420892,"#هويه_الحجاز  #هوية_الحجاز_السعودي #هويه_وطن 💚🇸🇦💚 
جمال هويتنا العربية الحجازية بجمال موروثها الأصيل LINK",0.0,,saudi,2,Saudi Arabia,جمال هويتنا العربية الحجازية بجمال موروثها الأصيل LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
423594,"و صلگ لغيري .. وآلھجر لي تگنھ
 وتقول حبي دآخل آلروح فآيض

 آلفرض يقبل .. لآسقط منھ سنھ 
ولآ تـنقـبل سـنھ بليّـآ فـرآيـض",0.0,,saudi,2,Saudi Arabia,و صلگ لغيري وآلھجر لي تگنھ وتقول حبي دآخل آلروح فآيض آلفرض يقبل لآسقط منھ سنھ ولآ تـنقـبل سـنھ بليّـآ فـرآيـض,not,label_0,not,not,not,not,offensive,offensive,offensive,not,not,not,not,not,not
427648,@USER @USER كجزء من الآخذين للجنسية السعودية وليس يمثل تراث الحجاز ياطفيلية,1.0,,saudi,2,Saudi Arabia,كجزء من الآخذين للجنسية السعودية وليس يمثل تراث الحجاز ياطفيلية,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
422562,@USER @USER @USER حمدالله علي سلامتك ابوفهد اجر وعافيه يارب خطاءك سوا ماتشوف الشر اخي الغالي قدامك العافيه يارب الله يشفيك ويعافيك ويخليك العيالك يارب اختك ام خالد القحطاني ❤️💚,0.0,,saudi,2,Saudi Arabia,حمدالله علي سلامتك ابوفهد اجر وعافيه يارب خطاءك سوا ماتشوف الشر اخي الغالي قدامك العافيه يارب الله يشفيك ويعافيك ويخليك العيالك يارب اختك ام خالد القحطاني,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
424668,الفرق بين الثورة السورية والمعارضة مثل الفرق بين داعش والإسلام,1.0,,saudi,2,Germany,الفرق بين الثورة السورية والمعارضة مثل الفرق بين داعش والإسلام,offensive,label_0,not,not,offensive,offensive,offensive,offensive,offensive,off,not,not,off,off,off
429524,"اللهم يا خالق المعجزات ويارب المستحيلات سبحانك أنت القادر اشفِ مرضى المسلمين من كل مايؤذيهم، اللهم الطف بأجساد عجزت عن النوم من مرض أصابها لا يشفيها سواك، اللهم إني أسألك الشفاء لكل مريض يتألم

اللهم اجعلها اجرًا لهم .

#البنزين #أرامكو_السعودية .",0.0,,saudi,2,Saudi Arabia,اللهم يا خالق المعجزات ويارب المستحيلات سبحانك أنت القادر اشفِ مرضى المسلمين من كل مايؤذيهم، اللهم الطف بأجساد عجزت عن النوم من مرض أصابها لا يشفيها سواك، اللهم إني أسألك الشفاء لكل مريض يتألم اللهم اجعلها اجرًا لهم,not,label_1,offensive,not,not,not,not,not,not,not,not,not,not,not,not
415741,على فكره حبيت الدعوات الجنوبيه احسها طالعه من قلوبهم😂😂,0.0,,saudi,2,unknown,على فكره حبيت الدعوات الجنوبيه احسها طالعه من قلوبهم,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
421402,#لا_ولايه_علي_سفر_المراه LINK,0.0,,saudi,2,Saudi Arabia,LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
427635,د. مرتضى الغالي يكتب الاخونجية تجّار الدين .. نهاية الطريق sudanakhbar.com/538632 👇🏻 تفاصيل من الرابط,1.0,,saudi,2,Sudan,د مرتضى الغالي يكتب الاخونجية تجّار الدين نهاية الطريق sudanakhbarcom538632 تفاصيل من الرابط,offensive,label_0,not,not,not,not,offensive,offensive,offensive,not,not,off,not,off,not
423886,@USER لأنهم اخونجيه وسيتم اجتثاثهم,1.0,,saudi,2,unknown,لأنهم اخونجيه وسيتم اجتثاثهم,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
418693,"#مليونيه_الوفاء_للامارات والتي ستقام بعدن والمكلا يوم الخميس القادم ستحضى بتغطية إعلامية عالمية منقطعة النظير

المليونية لها رسالة بالغة وستأكد على منح التحالف العربي شرعية شعبية لمواصلة شراكته مع الإنتقالي والقوات الجنوبية المسلحة في محاربة مليشيات الحوثي ومكافحة الإرهاب.",0.0,,saudi,2,unknown,والتي ستقام بعدن والمكلا يوم الخميس القادم ستحضى بتغطية إعلامية عالمية منقطعة النظير المليونية لها رسالة بالغة وستأكد على منح التحالف العربي شرعية شعبية لمواصلة شراكته مع الإنتقالي والقوات الجنوبية المسلحة في محاربة مليشيات الحوثي ومكافحة الإرهاب,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
419849,@USER اذا شفت صوره الامير اقرا كلمه القصيم ذهنيا بالخبر🤓,0.0,,saudi,2,Saudi Arabia,اذا شفت صوره الامير اقرا كلمه القصيم ذهنيا بالخبر,not,label_0,not,not,not,not,not,offensive,offensive,not,not,not,not,not,not
423374,انا اذا رحت مع اخواني مشوار وزعلوني ماطلع الا وأصك باب سيارته بقوه اخرج كل الزعل اللي فيني وبعدها اذا بغيت مشوار محد يوديني 🌚,0.0,,saudi,2,unknown,انا اذا رحت مع اخواني مشوار وزعلوني ماطلع الا وأصك باب سيارته بقوه اخرج كل الزعل اللي فيني وبعدها اذا بغيت مشوار محد يوديني,not,label_0,not,not,not,not,not,offensive,not,not,not,not,not,not,not
420544,#هروب_الفتيات_مع_داود وشالهدف من هالكلام واللف والدوران حول الولايه وش يبون بالضبط الله يكفينا شر من فيه شر,0.0,,saudi,2,Saudi Arabia,وشالهدف من هالكلام واللف والدوران حول الولايه وش يبون بالضبط الله يكفينا شر من فيه شر,not,label_0,not,not,not,not,offensive,offensive,not,not,off,off,not,not,not
422332,"#طبيب_اجنبي_يتهجم_علي_ممرضه
أعتقد عيادة اشعه تلفزيونيه وتبدو العياده صغيره والدليل قرب ستارة كرسي المريض من الباب
دليل صراخ الطبيب هو دليل على دخول المرافق مع المريض في هذه الغرفة الصغيرة  وعرقلة مهام وواجبات الممرضه والطبيب
الطبيب أخطأ بصراخه على المرافق والممرضه
والممرضةلم تخطئ",0.0,,saudi,2,unknown,أعتقد عيادة اشعه تلفزيونيه وتبدو العياده صغيره والدليل قرب ستارة كرسي المريض من الباب دليل صراخ الطبيب هو دليل على دخول المرافق مع المريض في هذه الغرفة الصغيرة وعرقلة مهام وواجبات الممرضه والطبيب الطبيب أخطأ بصراخه على المرافق والممرضه والممرضةلم تخطئ,not,label_0,not,not,offensive,not,offensive,not,not,not,not,not,not,not,not
425126,@USER @USER عادات    وتقاليد. قبائل  الباديه,0.0,,saudi,2,unknown,عادات وتقاليد قبائل الباديه,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
428901,"قصة قصيرة..
عندما يحكم الحمار..

#ساحه_الاراده LINK",0.0,,saudi,2,Kuwait,قصة قصيرة عندما يحكم الحمار LINK,not,label_1,offensive,offensive,offensive,offensive,not,not,not,not,not,not,not,off,off
423447,@USER @USER قال رسولنا.. عليكم بلشام فأنها صفوة بلاد الله يسكنها خيرته من خلقه فمن ابى فليلحق بيمنه وليسق من غدره فأن الله تكفل لي بلشام وأهله... اعطني حديث كما اعطيك ان الله ورسوله اصطفاكم يا اعراب... ولا نسيت ان نجد مخرج قرن الشيطان والقرن هم القوم يا اعرابي.. سلام,1.0,,saudi,2,unknown,قال رسولنا عليكم بلشام فأنها صفوة بلاد الله يسكنها خيرته من خلقه فمن ابى فليلحق بيمنه وليسق من غدره فأن الله تكفل لي بلشام وأهله اعطني حديث كما اعطيك ان الله ورسوله اصطفاكم يا اعراب ولا نسيت ان نجد مخرج قرن الشيطان والقرن هم القوم يا اعرابي سلام,offensive,label_0,not,offensive,offensive,offensive,offensive,offensive,offensive,not,not,not,not,off,off
419080,"#انا_ادعم_تطبيق_ابشر
ابشر",0.0,,saudi,2,unknown,ابشر,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
416728,"🍁قـال ابن عثيمين رحمه الله :

"" ينبغي أن يصوم مع #عاشوراء #تاسوعاء 
لأنه صلى الله عليه وسلم أمر أن يصام يوما قبله أو يوما بعده مخالفة لليهود،
 لأن يوم عاشوراء -يعني اليوم العاشر من محرم-هو اليوم الذي أنجى الله فيه موسى وقومه وأغرق فرعون وقومه فكان اليهود يصومونه شكرا لله عز وجل",0.0,,saudi,2,unknown,قـال ابن عثيمين رحمه الله ينبغي أن يصوم مع لأنه صلى الله عليه وسلم أمر أن يصام يوما قبله أو يوما بعده مخالفة لليهود، لأن يوم عاشوراء يعني اليوم العاشر من محرمهو اليوم الذي أنجى الله فيه موسى وقومه وأغرق فرعون وقومه فكان اليهود يصومونه شكرا لله عز وجل,not,label_0,not,not,not,not,offensive,not,offensive,not,not,not,not,not,not
