Unnamed: 0,text,labels,source,dataset,nb_annotators,post_author_country_location,tweet,label,gpt4o_zero_shot,gpt4o_one_shot,gpt4o_few_shot
420962,"الإكراه على الفضيلة لا يصنع الإنسان الفاضل .. كما أن الإكراه على الإيمان لا يصنع الإنسان المؤمن .. فالحرية هي أساس الفضيلة 

محمد الغزالي

#رهف_القنون",0.0,,saudi,2,Algeria,الإكراه على الفضيلة لا يصنع الإنسان الفاضل كما أن الإكراه على الإيمان لا يصنع الإنسان المؤمن فالحرية هي أساس الفضيلة محمد الغزالي,not,not,not,not
426726,التعليم المتطور الحديث يعتمد على الممارسة الفعلية للغة وتوفير البيئة المناسبة لاكتساب المهارات اللغوية وليس مجرد حشو للمعلومات وهذا هو المنهج الذي تتبعه شركة باشن في تعلم اللغة الانجليزية من الصفر للتواصل📲bit.ly/English-Arab🇸🇦السعودية الرياض أبها نجرانLINK,0.0,,saudi,2,United Kingdom,التعليم المتطور الحديث يعتمد على الممارسة الفعلية للغة وتوفير البيئة المناسبة لاكتساب المهارات اللغوية وليس مجرد حشو للمعلومات وهذا هو المنهج الذي تتبعه شركة باشن في تعلم اللغة الانجليزية من الصفر للتواصلbitlyEnglishArabالسعودية الرياض أبها نجرانLINK,not,not,not,not
421564,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER من يقول أن وسم #هويه_الحجاز 
عنصري وفيه تفرقة بين ابناء الوطن فهو واهم 

بل إن  وسم #هويه_الحجاز_السعودي_هوية_وطن 

محافظة على الأصالة 

وكشف المتآمرين 

انتهى",1.0,,saudi,2,Saudi Arabia,من يقول أن وسم عنصري وفيه تفرقة بين ابناء الوطن فهو واهم بل إن وسم محافظة على الأصالة وكشف المتآمرين انتهى,offensive,not,off,off
420589,والله أني كنت شاك تغريداته فيها سم  #نيزك_يدار_من_تركيا,1.0,,saudi,2,unknown,والله أني كنت شاك تغريداته فيها سم,offensive,off,off,not
428282,"#انا_ادعم_تطبيق_ابشر
الحين ودي اعرف ليه الدوله ساكته عن النسويات ملعونات الوالدين المفروض اي واحده تحرض يحطونه في عنبر ٣ تعرف الحريه صح😂😂",1.0,,saudi,2,Saudi Arabia,الحين ودي اعرف ليه الدوله ساكته عن النسويات ملعونات الوالدين المفروض اي واحده تحرض يحطونه في عنبر ٣ تعرف الحريه صح,offensive,off,off,off
421905,"إشادات دولية بتحسن الاقتصاد المصري وارتفاع مؤشرات النمو
#eXtranews LINK",0.0,,saudi,2,Egypt,إشادات دولية بتحسن الاقتصاد المصري وارتفاع مؤشرات النمو LINK,not,not,not,not
421240,#تبريه_قاتل_ومغتصب_امي ياليل النسويات المبزره هدولي 🤢,1.0,,saudi,2,Saudi Arabia,ياليل النسويات المبزره هدولي,offensive,off,off,off
418852,كل سنة وعيدك في الجنة يا حبيبي ربنا يرحمك ويغفرلك وحشتنا وفراقك وحش بس طول ما انت مرتاح احنا مبسوطين الله يرحمك يا ريت ندعيلو ..🤲🏻 #Ballo LINK,0.0,,saudi,2,Indonesia,كل سنة وعيدك في الجنة يا حبيبي ربنا يرحمك ويغفرلك وحشتنا وفراقك وحش بس طول ما انت مرتاح احنا مبسوطين الله يرحمك يا ريت ندعيلو LINK,not,not,not,not
414258,"#العاصوف_2

يارب الأُمنيات والدعوات المُرسله ، رُدها لنا غيثاً مُفرحاً ... LINK",0.0,,saudi,2,Saudi Arabia,يارب الأُمنيات والدعوات المُرسله ، رُدها لنا غيثاً مُفرحاً LINK,not,not,not,not
421456,"@USER ماذا ننتظر من الثقافة""النجدية"" سوى تحليل والتحريم حسب المقاس الملكية أو بمايعرف بالعقل التناولي المحدود في النظر إلى الأمور التي تخص العامة!؟.. أما الشيوخ التيمية والوهابية في مناهجهم التوجيهية لاتغدو سوى في كونها قائمة على التكرار دون تقديم شيء للمجتمع ، كالبطالة والسكن ووالخ.",1.0,,saudi,2,unknown,ماذا ننتظر من الثقافةالنجدية سوى تحليل والتحريم حسب المقاس الملكية أو بمايعرف بالعقل التناولي المحدود في النظر إلى الأمور التي تخص العامة؟ أما الشيوخ التيمية والوهابية في مناهجهم التوجيهية لاتغدو سوى في كونها قائمة على التكرار دون تقديم شيء للمجتمع ، كالبطالة والسكن ووالخ,offensive,not,off,off
430323,@USER عفواً سموكم . المفروض الطيران الحربي وليس المدني .,0.0,,saudi,2,unknown,عفواً سموكم المفروض الطيران الحربي وليس المدني,not,not,not,not
414156,@USER لا غلطان بالخبر ٣٠٠ مجند اخونجي متأسلم يهربون من الكويت بأتجاه جزيرة الثالوله..,1.0,,saudi,2,United Arab Emirates,لا غلطان بالخبر ٣٠٠ مجند اخونجي متأسلم يهربون من الكويت بأتجاه جزيرة الثالوله,offensive,off,off,off
427747,"#نيزك_يدار_من_تركيا

عند معرفتك بمن يقف خلف هذه القضية ، كـ نايفكو و اللاحم و سعاد الشمري و ميكافيلي .. و غيرهم

سترجّح كفة الميزان للآخر ..

فهم من وزّع الوطنية ..
و قيّموا الإنتماء ..
و شوّهوا الأسماء !

فلا يريدون صوت يعلو صوتهم

سأقف مع نيزك
و كل نيزك يرتطم بهم ليفتتهم",1.0,,saudi,2,Saudi Arabia,عند معرفتك بمن يقف خلف هذه القضية ، كـ نايفكو و اللاحم و سعاد الشمري و ميكافيلي و غيرهم سترجّح كفة الميزان للآخر فهم من وزّع الوطنية و قيّموا الإنتماء و شوّهوا الأسماء فلا يريدون صوت يعلو صوتهم سأقف مع نيزك و كل نيزك يرتطم بهم ليفتتهم,offensive,not,off,off
428903,"تاريخ شرف وعز  توارثوه كابرٍ عن كابر ، هم من جزيرة العرب ونحمدالله حكامنا منا وفينا ما دخلنا مستعمر و لا حكمنا خائن.
عزيزين و لا بايعنا الا من يستحق البيعة ادام الله حكمهم وحفظهموحفظ #السعودية_العظمى",0.0,,saudi,2,Saudi Arabia,تاريخ شرف وعز توارثوه كابرٍ عن كابر ، هم من جزيرة العرب ونحمدالله حكامنا منا وفينا ما دخلنا مستعمر و لا حكمنا خائن عزيزين و لا بايعنا الا من يستحق البيعة ادام الله حكمهم وحفظهموحفظ,not,not,not,not
414261,"عاجل | #السيد_عبدالملك_بدرالدين_الحوثي: القوى الصغيرة التي وقفت إلى جانب تحالف العدوان دفعتها أحقادها وغباؤها السياسي إلى هذا الموقف

- من يتصور أن #السعودية و #الإمارات أو أي طرف أجنبي سيدفع المليارات ويدخل في ورطة لكي يدعمه ويمكنه من السلطة؟",0.0,,saudi,2,unknown,عاجل القوى الصغيرة التي وقفت إلى جانب تحالف العدوان دفعتها أحقادها وغباؤها السياسي إلى هذا الموقف من يتصور أن و أو أي طرف أجنبي سيدفع المليارات ويدخل في ورطة لكي يدعمه ويمكنه من السلطة؟,not,not,off,off
419896,@USER كل سنة وانتي طيبة ياميرة 🥰💕💕💕,0.0,,saudi,2,Egypt,كل سنة وانتي طيبة ياميرة,not,not,not,not
429607,@USER @USER اخونج وصهاينه,1.0,,saudi,2,unknown,اخونج وصهاينه,offensive,off,off,off
426648,شكرا نيزك على كشف النسويات وشلتهم #نيزك_يدار_من_تركيا,1.0,,saudi,2,unknown,شكرا نيزك على كشف النسويات وشلتهم,offensive,off,off,off
416132,@USER اسم السلفي لا يستحقه هؤلاء اسمهم الصحيح المرجئة او الجامية,1.0,,saudi,2,unknown,اسم السلفي لا يستحقه هؤلاء اسمهم الصحيح المرجئة او الجامية,offensive,off,off,off
421108,#مما_يطفو_على_السطح اعلاميا الان زبد ملوث بنفس حزبي له وقع الطابور الخامس نتمنى قريبا ان يذهب جفاء فهو الان يدندن حول الدين  بتاصيل الخرافات انها عقيدة حجة لتدويل الحجاز وفصله عن المكون القبلي الوطني  والطرف الاخر يدندن حول فتوى كبار العلماء لاسقاط هيبتهم,1.0,,saudi,2,Saudi Arabia,اعلاميا الان زبد ملوث بنفس حزبي له وقع الطابور الخامس نتمنى قريبا ان يذهب جفاء فهو الان يدندن حول الدين بتاصيل الخرافات انها عقيدة حجة لتدويل الحجاز وفصله عن المكون القبلي الوطني والطرف الاخر يدندن حول فتوى كبار العلماء لاسقاط هيبتهم,offensive,off,off,off
421369,"كل سنة وانت طيب يا حبيب 💜💜
@USER LINK",0.0,,saudi,2,Egypt,كل سنة وانت طيب يا حبيب LINK,not,not,not,not
429821,@USER @USER ماحدث في العاصوف حدث في كل العصور والأزمنة التي سبقتنا من عصر النبوة .هل تعتبر كل العصور السابقة ساقطة وشهوانية ؟!,0.0,,saudi,2,unknown,ماحدث في العاصوف حدث في كل العصور والأزمنة التي سبقتنا من عصر النبوة هل تعتبر كل العصور السابقة ساقطة وشهوانية ؟,not,not,not,not
421972,@USER انت درزي وتحب الشيعه لهذا ترفع من قدر المجوس وتصفهم بالقوة الاقليميه اذا كانوا قوة كما تقول لماذا لم يدخلوا العراق قبل الاستدمار الامريكي ملاحظه انا مش سعودي انا جزائري وافتخر,1.0,,saudi,2,Algeria,انت درزي وتحب الشيعه لهذا ترفع من قدر المجوس وتصفهم بالقوة الاقليميه اذا كانوا قوة كما تقول لماذا لم يدخلوا العراق قبل الاستدمار الامريكي ملاحظه انا مش سعودي انا جزائري وافتخر,offensive,off,off,off
430430,"تعمل الحكومة حاليًا على أساس أن المآتم يجب أن تعامل كفئة منفصلة عن دور العبادة الأخرى مثل المساجد. بطبيعة الحال ، فإن المآتم حالة خاصة بالنسبة للشيعة... هذه حالة واضحة جدًا لسياسة التميّيز ضد الشيعة.
#البحرين #الاضطهاد_في_البحرين LINK",0.0,,saudi,2,Bahrain,تعمل الحكومة حاليًا على أساس أن المآتم يجب أن تعامل كفئة منفصلة عن دور العبادة الأخرى مثل المساجد بطبيعة الحال ، فإن المآتم حالة خاصة بالنسبة للشيعة هذه حالة واضحة جدًا لسياسة التميّيز ضد الشيعة LINK,not,not,off,not
414984,"الله يحفظ السعودية من كيد الصحونج 
اللطم والصياح سيبلغ عنان السماء 
وحتى الصياح سيطال بعض الدول المجاورة وحتى الاخونج في الدول الاخرى وسيتساءلون ماذا يحصل 
الذي يحصل باختصار السعودية تنهض وتخلع رداء الصحونج الذين جثموا على صدور الناس طوال عقود",1.0,,saudi,2,United Arab Emirates,الله يحفظ السعودية من كيد الصحونج اللطم والصياح سيبلغ عنان السماء وحتى الصياح سيطال بعض الدول المجاورة وحتى الاخونج في الدول الاخرى وسيتساءلون ماذا يحصل الذي يحصل باختصار السعودية تنهض وتخلع رداء الصحونج الذين جثموا على صدور الناس طوال عقود,offensive,off,off,off
428152,"أكثر من فرح بهذا القرار  هي النسوية التي لايثق بأخلاقها والدها .. لذلك كان يمنعها .. الآن هي على استعداد ان تسافر سواءً غضبو اهلها او رضو  ..

نسأل الله العافيه
#لا_ولايه_علي_سفر_المراه",1.0,,saudi,2,unknown,أكثر من فرح بهذا القرار هي النسوية التي لايثق بأخلاقها والدها لذلك كان يمنعها الآن هي على استعداد ان تسافر سواءً غضبو اهلها او رضو نسأل الله العافيه,offensive,off,off,off
428281,@USER محاوله جيده يا مجنسه ... مافي خليجي ابوه اسمه صبري على العموم الكلام ده مايصحش,1.0,,saudi,2,unknown,محاوله جيده يا مجنسه مافي خليجي ابوه اسمه صبري على العموم الكلام ده مايصحش,offensive,off,off,off
413798,"تم تطبيق  خدمة ابشر في اكثر من دولة قبل السعودية ولم يتم مهاجمتهم !!!
لكن قناة الخنزيره والعاهرات الهاربات واذناب قطر  لم يتعبوا من النهيق
 تحرث قناة موزه ليل نهار ضد السعودية ويتباكى ذميم و نامق بحل مشكلات الشرق الاوسط وحسن الجوار  في كل مؤتمر #انا_ادعم_تطبيق_ابشر",1.0,,saudi,2,unknown,تم تطبيق خدمة ابشر في اكثر من دولة قبل السعودية ولم يتم مهاجمتهم لكن قناة الخنزيره والعاهرات الهاربات واذناب قطر لم يتعبوا من النهيق تحرث قناة موزه ليل نهار ضد السعودية ويتباكى ذميم و نامق بحل مشكلات الشرق الاوسط وحسن الجوار في كل مؤتمر,offensive,off,off,off
421469,"القبيله الأحمريه ومن مننا لايعرف تلك القبيله
قبيلة آل الاحمر وهي قبيلة لديها افراد يمتلكون المال ولكنهم للاسف ليس لديهم ولاء لاهلهم فقط للمال فمالوا للحوثي وهاهم يضعون يدهم بيد الكلب الكاهن المجرم حرامي الابل المدعو عبدالملك بدر الدين",1.0,,saudi,2,unknown,القبيله الأحمريه ومن مننا لايعرف تلك القبيله قبيلة آل الاحمر وهي قبيلة لديها افراد يمتلكون المال ولكنهم للاسف ليس لديهم ولاء لاهلهم فقط للمال فمالوا للحوثي وهاهم يضعون يدهم بيد الكلب الكاهن المجرم حرامي الابل المدعو عبدالملك بدر الدين,offensive,off,off,off
424172,"شبوة

الله أكبر

استهداف ميليشيات الإصلاح الإرهابية بجولة نصاب والمجمع الحكومي بالسلاح الثقيل من قبل المقاومة الجنوبية وجنود من النخبة الشبوانية... 

الله أكبر ✌️#الشرعيه_حاضنه_لارهاب_الدواعش",1.0,,saudi,2,unknown,شبوة الله أكبر استهداف ميليشيات الإصلاح الإرهابية بجولة نصاب والمجمع الحكومي بالسلاح الثقيل من قبل المقاومة الجنوبية وجنود من النخبة الشبوانية الله أكبر,offensive,off,off,off
416942,"مطلق الثبيتي يقول:

لو شليويح المطيري واحدٍ ما فك روحه
مار من دونه مطير اللي تدف الخصم دفي
.
رد شليويح بن شلاح:

مانطحتك بالجموع اللي لها جيّه وروحه
اطرح النيشان فالميدان من عيني وكفي",0.0,,saudi,2,Kuwait,مطلق الثبيتي يقول لو شليويح المطيري واحدٍ ما فك روحه مار من دونه مطير اللي تدف الخصم دفي رد شليويح بن شلاح مانطحتك بالجموع اللي لها جيّه وروحه اطرح النيشان فالميدان من عيني وكفي,not,not,not,not
418979,@USER @USER ايها الجاهل البغيظ لو كانت اصلاً قبيلة ولها اصلها لما عاونت ال سعود من لا اصل لهم ولا قبيلة فهم مرتزقة يمثلهم هذا النجس ومن على شاكلته تكلم عن دولتك التي احتلاها صدام في ٤٥ دقيقة واترك عنك الدفاع عن من باعك في اول لفة يا بتوع الخمور كما قالو عنكم 😉😉,1.0,,saudi,2,unknown,ايها الجاهل البغيظ لو كانت اصلاً قبيلة ولها اصلها لما عاونت ال سعود من لا اصل لهم ولا قبيلة فهم مرتزقة يمثلهم هذا النجس ومن على شاكلته تكلم عن دولتك التي احتلاها صدام في ٤٥ دقيقة واترك عنك الدفاع عن من باعك في اول لفة يا بتوع الخمور كما قالو عنكم,offensive,off,off,off
421379,#منيرة_عبدالله_المطيري @USER  منيرة عبدالله تناشدكم LINK,0.0,,saudi,2,unknown,منيرة عبدالله تناشدكم LINK,not,not,not,not
430676,@USER سنة الطبعة عندما ينتقد خرافات وهرطقة الشيعة تويتر تسكر حسابة الان حولت الي حساب صباح الخير,1.0,,saudi,2,unknown,سنة الطبعة عندما ينتقد خرافات وهرطقة الشيعة تويتر تسكر حسابة الان حولت الي حساب صباح الخير,offensive,not,off,off
430436,حكومه فاشله حكومات أزمات نظام فزعه حسبي الله ونعم الوكيل على كل من خان الأردن وعلى كل من وصلنا إلى هذا الوضع,1.0,,saudi,2,unknown,حكومه فاشله حكومات أزمات نظام فزعه حسبي الله ونعم الوكيل على كل من خان الأردن وعلى كل من وصلنا إلى هذا الوضع,offensive,not,off,off
415738,@USER @USER أظلم الله عين كل لبرالي فاجر.,1.0,,saudi,2,unknown,أظلم الله عين كل لبرالي فاجر,offensive,off,off,off
416877,#اقرار_اسقاط_الولايه_بعد_ال١٨ هو لا يأتي للمرأة بالخير بل العكس ولكن المقصود إسقاط الدين خطوة بخطوة وهذا لا نرضى به لو ندفع الثمن الدين امانه بأعناقنا ولا اعلم لماذا تكرار مثل هذا لكن ولله الحمد دولتنا رشيدة الدين هو عمادها وتأسست عليه .,1.0,,saudi,2,unknown,هو لا يأتي للمرأة بالخير بل العكس ولكن المقصود إسقاط الدين خطوة بخطوة وهذا لا نرضى به لو ندفع الثمن الدين امانه بأعناقنا ولا اعلم لماذا تكرار مثل هذا لكن ولله الحمد دولتنا رشيدة الدين هو عمادها وتأسست عليه,offensive,not,not,not
420545,@USER @USER مهما عملت النصرة من عمليات تجميل فلن تنفك عن فكر القاعدة بالتأكيد.. ولو فكت ارتباطها الإداري والمالي عن القاعدة ستبقى (سلفية جهادية).. شاءت أم أبت..!!,0.0,,saudi,2,Lebanon,مهما عملت النصرة من عمليات تجميل فلن تنفك عن فكر القاعدة بالتأكيد ولو فكت ارتباطها الإداري والمالي عن القاعدة ستبقى سلفية جهادية شاءت أم أبت,not,not,off,off
414575,@USER @USER حرب ولا عتيبه,0.0,,saudi,2,unknown,حرب ولا عتيبه,not,off,off,off
421040,محور #نجران :  أنباء عن ان عشرات الضباط السعوديين ضمن الذين تم اسرهم اليوم من قبل ابطال جيشنا واللجان الشعبية في مواجهات اليوم ،، لله الحمد والشكر,0.0,,saudi,2,unknown,محور أنباء عن ان عشرات الضباط السعوديين ضمن الذين تم اسرهم اليوم من قبل ابطال جيشنا واللجان الشعبية في مواجهات اليوم ،، لله الحمد والشكر,not,not,off,off
422987,خلونا من الطبيب الممرضه ليه ساكته ليش مادافعت عن نفسها !!! واذا غلط معاك ليه مارحتي المدير وبلغتيه ليه ترجعي له تصرف غريب جداً  #طبيب_اجنبي_يتهجم_علي_ممرضه,0.0,,saudi,2,Saudi Arabia,خلونا من الطبيب الممرضه ليه ساكته ليش مادافعت عن نفسها واذا غلط معاك ليه مارحتي المدير وبلغتيه ليه ترجعي له تصرف غريب جداً,not,not,not,not
425938,@USER تعالي المنصورة وشوفي السوريين بيتسولوا في الشوارع السوري الزبالة اللي ساب الدواعش ينكحوا شرفه وهرب وجاي مصر يعمل شاورما شعب عرر,1.0,,saudi,2,unknown,تعالي المنصورة وشوفي السوريين بيتسولوا في الشوارع السوري الزبالة اللي ساب الدواعش ينكحوا شرفه وهرب وجاي مصر يعمل شاورما شعب عرر,offensive,off,off,off
420014,"""أنا طير بيحب الحرية أنا برفض أي قيود ، عارف ايه ليا وعليا وبكره كلمة مفروض ،أنا بحلم و ما دمت أنا بحلم إذا أنا موجود""❤🎧🎤♥
#خارج_عن_السيطرة
@USER",0.0,,saudi,2,Egypt,أنا طير بيحب الحرية أنا برفض أي قيود ، عارف ايه ليا وعليا وبكره كلمة مفروض ،أنا بحلم و ما دمت أنا بحلم إذا أنا موجود,not,not,not,not
416721,"ادخل على تويتر ولالي مواعيد
مرات متضايق ومرات طربان

وان جاني الارهاق من عقب تغريد
سلّط علي النوم والنوم سلطان.",0.0,,saudi,2,Saudi Arabia,ادخل على تويتر ولالي مواعيد مرات متضايق ومرات طربان وان جاني الارهاق من عقب تغريد سلّط علي النوم والنوم سلطان,not,not,not,not
424137,#هروب_الفتيات_مع_داود  #بنات_الملاكمة  هل تجرؤ الكاتبة الإماراتية على تصوير مجتمعها وشبابهم وبناتهم بهذا الشكل القذر المقزز؟! أم جعلتنا بؤرة لاسقاطاتها المريضة,1.0,,saudi,2,unknown,هل تجرؤ الكاتبة الإماراتية على تصوير مجتمعها وشبابهم وبناتهم بهذا الشكل القذر المقزز؟ أم جعلتنا بؤرة لاسقاطاتها المريضة,offensive,off,off,off
425163,"صالح الفوزان: 

مهما تودد المسلم إلى الكفار فإنهم يبغضونه ولا يبادلونه المحبة،وهذا من العجائب،فكيف يحبهم وهم لا يحبونه؟!
 #رهف_القنون",1.0,,saudi,2,unknown,صالح الفوزان مهما تودد المسلم إلى الكفار فإنهم يبغضونه ولا يبادلونه المحبة،وهذا من العجائب،فكيف يحبهم وهم لا يحبونه؟,offensive,not,off,off
430763,@USER الشعب القطري أسيادكم يا يهود بني النضير,1.0,,saudi,2,unknown,الشعب القطري أسيادكم يا يهود بني النضير,offensive,off,off,off
426290,"@USER @USER @USER @USER مين الي يدعمكم على الخروج على ولات المر
ماتشوف سوريا وين كانت قبل ماتخرج الثورة الشيطانيه هل كان في سوري مشرد قلي ايش استفدكم من تدمير بلدكم ماتشوف العراق وين كانت في وجود صدام حسين الحين كيف صارت اليسا الدواعش خلو نهر الفرات يتغير لونه من دما البريا أخبرني بربك قل الصدق",1.0,,saudi,2,Yemen,مين الي يدعمكم على الخروج على ولات المر ماتشوف سوريا وين كانت قبل ماتخرج الثورة الشيطانيه هل كان في سوري مشرد قلي ايش استفدكم من تدمير بلدكم ماتشوف العراق وين كانت في وجود صدام حسين الحين كيف صارت اليسا الدواعش خلو نهر الفرات يتغير لونه من دما البريا أخبرني بربك قل الصدق,offensive,not,off,off
416101,@USER وانا كاافريقية وادرى بتاريخهم اقول لك لاتخلط بينهم وبين الصهاينه لما تعرف تفرق تعال واطرح اللي عندك ، اذا كنا راح نتكلم بنفس منطقك يالله نقول لك اليهود الفلسطينيين عندكم صهاينه اطردوهم وهاتوا مفاتيح كنيسة القيامة من عندهم,1.0,,saudi,2,unknown,وانا كاافريقية وادرى بتاريخهم اقول لك لاتخلط بينهم وبين الصهاينه لما تعرف تفرق تعال واطرح اللي عندك ، اذا كنا راح نتكلم بنفس منطقك يالله نقول لك اليهود الفلسطينيين عندكم صهاينه اطردوهم وهاتوا مفاتيح كنيسة القيامة من عندهم,offensive,not,off,off
418918,@USER الجولاني صناعة مجوسية يديرها جميل الحسن اللص الارهابي ذنب نظام الجولاني,1.0,,saudi,2,unknown,الجولاني صناعة مجوسية يديرها جميل الحسن اللص الارهابي ذنب نظام الجولاني,offensive,off,off,off
427626,"نجد أحياناً هدوء الحياة في فنجان قهوة ️، 
في الصباح بعيداً عن ضجيج الحياة #صباح_الخير LINK",0.0,,saudi,2,Saudi Arabia,نجد أحياناً هدوء الحياة في فنجان قهوة ، في الصباح بعيداً عن ضجيج الحياة LINK,not,not,not,not
